grid_id,grid_score,grid_segment
53477,2.07,bad
53557,1.0,bad
53822,1.02,bad
54054,1.0,bad
54194,1.23,bad
54287,1.0,bad
54353,1.02,bad
54457,1.03,bad
54464,1.09,bad
54542,4.97,bad
54722,1.0,bad
54750,1.0,bad
54766,1.0,bad
54962,4.65,bad
55076,1.0,bad
55204,1.0,bad
55380,2.41,bad
55479,1.0,bad
55482,1.02,bad
55529,1.01,bad
55560,1.89,bad
55706,1.0,bad
55714,1.0,bad
55722,1.91,bad
55728,1.01,bad
55868,1.03,bad
55967,1.0,bad
56122,1.0,bad
56126,1.0,bad
56377,4.12,bad
56506,1.0,bad
56548,1.0,bad
56661,1.0,bad
56672,1.01,bad
56789,12.19,bad
56976,1.02,bad
57056,1.01,bad
57097,4.4,bad
57147,1.0,bad
57162,1.0,bad
57230,1.0,bad
57291,2.62,bad
57351,1.0,bad
57374,1.0,bad
57584,1.02,bad
57851,1.0,bad
58219,1.0,bad
58252,2.85,bad
58395,1.01,bad
58463,1.51,bad
58487,1.03,bad
58494,1.02,bad
58512,1.0,bad
58582,1.0,bad
58643,3.07,bad
58871,1.11,bad
58899,1.05,bad
58949,1.35,bad
59099,1.3,bad
59355,1.0,bad
59371,1.03,bad
59429,1.1,bad
59442,1.16,bad
59462,1.0,bad
59485,1.02,bad
59526,1.31,bad
59611,1.0,bad
59699,1.0,bad
60017,5.41,bad
60029,1.0,bad
60055,1.06,bad
60142,1.0,bad
60157,3.64,bad
60214,1.03,bad
60312,1.37,bad
60319,1.0,bad
60366,1.14,bad
60403,1.0,bad
60492,1.03,bad
60677,1.0,bad
60729,1.0,bad
60793,2.6,bad
60859,1.0,bad
60862,1.18,bad
60956,1.0,bad
61022,1.0,bad
61037,1.02,bad
61352,1.0,bad
61421,1.0,bad
61437,1.0,bad
61581,1.0,bad
61629,1.0,bad
61696,1.0,bad
61845,1.01,bad
61901,1.0,bad
61941,1.03,bad
61979,6.95,bad
62095,9.99,bad
62117,1.03,bad
62222,1.27,bad
62550,1.0,bad
62580,2.74,bad
62614,1.0,bad
62769,1.0,bad
63041,1.0,bad
63070,1.0,bad
63084,1.01,bad
63097,1.03,bad
63146,1.34,bad
63288,1.0,bad
63385,1.55,bad
63410,1.03,bad
63539,1.0,bad
63646,1.32,bad
63970,1.0,bad
64194,1.0,bad
64211,1.0,bad
64294,2.6,bad
64491,1.0,bad
221,12.3,good
222,25.16,good
230,24.14,good
233,48.35,good
242,3.64,neutral
309,8.77,neutral
328,7.15,neutral
454,14.14,good
468,18.43,good
482,12.22,neutral
561,10.23,neutral
600,32.28,good
601,49.94,good
615,5.66,neutral
714,13.83,neutral
759,3.51,neutral
769,64.2,good
812,16.17,good
831,14.77,good
928,5.91,neutral
941,42.94,good
952,20.12,neutral
986,13.37,neutral
1001,45.01,good
1009,34.41,good
1061,52.2,good
1171,17.9,good
1180,23.0,good
1291,40.84,good
1318,7.96,neutral
1410,32.05,good
1663,29.14,good
1684,9.62,neutral
1693,6.71,neutral
1785,4.55,neutral
1795,5.96,neutral
1800,21.98,good
1884,25.64,good
1895,17.17,good
2017,37.9,good
2029,10.12,neutral
2145,3.72,neutral
2146,9.23,neutral
2218,18.4,good
2220,16.75,good
2239,42.83,good
2254,25.94,good
2270,6.15,neutral
2272,51.58,good
2454,14.89,good
2457,32.2,good
2465,25.41,good
2492,14.46,neutral
2513,7.14,neutral
2603,22.57,good
2613,14.97,neutral
2614,12.99,good
2642,5.2,neutral
2658,34.99,good
2666,23.41,good
2694,38.57,good
2718,39.09,good
2728,11.38,good
2743,11.39,neutral
2835,6.29,neutral
2850,44.67,good
2868,10.67,good
2883,6.95,neutral
2928,3.72,neutral
2930,10.54,neutral
2962,34.58,good
2971,24.05,good
3092,51.91,good
3147,4.92,neutral
3204,20.36,good
3228,44.87,good
3234,3.76,neutral
3314,28.17,good
3431,47.51,good
3455,22.37,good
3458,46.89,good
3461,19.78,good
3462,15.68,neutral
3463,58.28,good
3621,11.01,neutral
3682,22.38,good
3688,15.64,good
3692,25.21,good
3815,8.66,neutral
3911,30.86,good
3934,30.49,good
3981,14.7,neutral
4042,20.05,neutral
4048,5.14,neutral
4106,19.15,good
4113,1.0,neutral
4173,21.8,good
4174,37.62,good
4280,15.89,good
4316,3.43,neutral
4325,6.19,neutral
4346,4.64,neutral
4367,49.42,good
4383,19.84,good
4390,14.67,good
4401,22.51,good
4409,32.42,good
4412,32.13,good
4435,6.69,neutral
4436,7.43,neutral
4512,13.0,good
4515,17.25,good
4541,5.45,neutral
4572,1.0,neutral
4577,18.98,good
4609,20.72,good
4626,4.31,good
4843,24.06,good
4849,28.61,good
4857,31.96,good
4863,35.33,good
4869,38.14,good
4881,40.13,good
4911,12.94,good
4953,12.55,neutral
4995,22.2,good
5079,33.23,good
5101,52.5,good
5110,15.82,good
5148,10.18,neutral
5177,3.43,neutral
5317,27.18,good
5318,47.37,good
5334,56.91,good
5335,29.48,good
5336,20.55,good
5339,55.39,good
5352,26.66,good
5402,22.64,good
5513,1.0,neutral
5519,13.35,good
5544,23.69,good
5584,13.91,good
5586,27.29,good
5635,2.64,neutral
5642,2.4,neutral
5798,26.61,good
5814,36.93,good
5843,41.26,good
5938,17.62,good
5991,11.3,good
6000,9.5,neutral
6040,25.68,good
6047,2.25,neutral
6117,7.82,neutral
6220,1.0,neutral
6276,51.15,good
6281,33.41,good
6444,4.29,neutral
6476,15.43,good
6508,11.68,neutral
6512,56.24,good
6532,26.36,good
6538,19.96,good
6541,33.54,good
6596,4.06,neutral
6655,10.31,neutral
6696,9.04,neutral
6740,28.77,good
6752,47.86,good
6770,25.1,good
6776,23.38,good
6782,34.77,good
6926,1.0,neutral
7006,30.01,good
7015,35.95,good
7024,24.31,good
7130,8.86,neutral
7132,28.31,good
7203,7.66,neutral
7216,21.49,good
7220,15.14,good
7249,17.47,good
7250,14.0,good
7303,1.22,neutral
7462,20.17,good
7467,38.44,good
7499,26.0,good
7502,15.55,good
7505,38.7,good
7548,43.51,good
7550,13.71,good
7613,19.21,good
7616,34.87,good
7672,9.42,neutral
7696,19.66,good
7715,49.09,good
7885,3.64,neutral
8077,1.0,neutral
8185,81.91,good
8222,11.43,neutral
8324,34.22,good
8400,7.61,neutral
8412,30.73,good
8430,24.55,good
8449,60.13,good
8456,38.43,good
8506,4.04,neutral
8507,2.94,neutral
8602,8.81,good
8657,32.91,good
8682,7.21,good
8735,5.68,neutral
8888,28.32,good
8894,33.19,good
8924,20.15,good
8926,22.02,good
8933,26.0,good
9030,13.53,good
9034,7.17,neutral
9106,7.76,neutral
9139,31.82,good
9141,32.32,good
9214,12.9,good
9345,9.02,neutral
9348,15.67,good
9362,19.66,good
9369,38.92,good
9372,48.87,good
9379,38.11,good
9396,46.97,good
9400,25.39,good
9406,33.72,good
9540,7.73,neutral
9584,14.27,good
9621,25.11,good
9645,44.94,good
9646,38.94,good
9651,14.05,good
9667,14.66,good
9689,15.87,good
9690,29.96,good
9751,17.16,good
9775,4.47,neutral
9800,13.75,neutral
9879,79.19,good
9884,49.09,good
9911,3.09,neutral
9985,19.91,good
9991,30.08,good
10056,32.42,good
10077,19.9,good
10079,16.08,good
10080,18.1,good
10089,23.11,good
10102,14.94,good
10115,33.44,good
10137,27.34,good
10317,19.37,good
10324,24.19,good
10333,43.57,good
10345,32.9,good
10378,45.31,good
10470,20.89,good
10530,19.24,good
10563,20.38,good
10593,58.95,good
10597,30.3,good
10602,18.59,good
10639,5.13,neutral
10650,3.53,neutral
10705,20.15,good
10720,1.0,neutral
10778,11.66,good
10785,12.3,neutral
10800,16.29,good
10801,31.55,good
10804,20.69,good
10818,14.73,good
10830,64.57,good
10838,30.09,good
10984,3.52,neutral
11054,18.3,good
11067,52.98,good
11068,40.07,good
11073,71.58,good
11105,22.56,good
11121,7.4,neutral
11267,26.08,good
11282,36.08,good
11305,29.05,good
11307,22.17,good
11364,2.77,neutral
11513,25.12,good
11529,8.51,good
11539,13.62,neutral
11544,20.66,good
11646,22.84,good
11732,10.16,neutral
11824,4.18,neutral
12015,35.37,good
12024,35.49,good
12154,6.66,good
12218,30.41,good
12231,14.37,good
12246,34.81,good
12382,1.0,neutral
12406,6.85,neutral
12457,30.38,good
12458,25.53,good
12487,16.79,good
12496,35.62,good
12501,45.97,good
12504,30.43,good
12540,2.94,neutral
12564,4.83,neutral
12599,50.77,good
12613,25.6,good
12615,3.51,neutral
12686,8.48,neutral
12705,40.11,good
12706,24.7,good
12707,11.63,good
12765,60.92,good
12766,63.8,good
12778,1.52,neutral
12844,36.63,good
12845,55.56,good
12851,20.81,good
12922,3.08,neutral
12934,23.77,good
13012,21.85,good
13019,13.11,good
13044,33.66,good
13048,36.69,good
13080,38.01,good
13083,52.27,good
13084,30.36,good
13218,20.07,good
13245,18.16,good
13249,35.01,good
13257,6.69,neutral
13292,25.1,good
13331,8.28,neutral
13530,31.75,good
13544,4.26,neutral
13546,18.71,good
13656,6.32,neutral
13728,47.42,good
13743,17.04,good
13835,12.36,neutral
13891,10.52,neutral
13929,32.85,good
13967,31.2,good
13979,18.1,good
13980,22.3,good
13982,21.34,good
14247,25.25,good
14260,4.25,neutral
14269,48.01,good
14280,44.22,good
14358,1.01,neutral
14374,16.51,good
14382,30.01,good
14438,3.84,neutral
14448,30.53,good
14450,58.85,good
14482,45.32,good
14500,15.24,good
14589,1.0,neutral
14591,15.24,good
14615,15.93,good
14639,25.14,good
14641,38.75,good
14695,47.67,good
14708,9.24,neutral
14715,27.58,good
14744,24.04,good
14752,19.48,good
14954,26.2,good
14955,34.58,good
14958,52.63,good
15075,12.21,neutral
15084,23.03,good
15089,8.54,neutral
15095,30.25,good
15118,19.18,good
15148,2.73,neutral
15186,55.65,good
15189,29.79,good
15319,2.95,neutral
15332,16.91,good
15345,37.56,good
15353,46.7,good
15363,3.17,neutral
15368,4.1,neutral
15405,1.0,neutral
15420,4.26,neutral
15427,45.09,good
15561,18.3,good
15603,36.55,good
15649,51.43,good
15658,4.62,neutral
15791,6.39,neutral
15803,37.46,good
15804,29.73,good
15874,38.86,good
15897,3.54,neutral
16040,5.92,neutral
16104,22.92,good
16108,50.21,good
16136,10.69,good
16157,17.23,good
16165,28.15,good
16247,14.38,neutral
16284,14.18,neutral
16291,1.01,neutral
16344,48.94,good
16347,44.87,good
16359,1.02,neutral
16404,31.23,good
16405,2.53,neutral
16510,4.74,neutral
16542,54.75,good
16557,5.29,neutral
16587,37.38,good
16588,22.36,good
16632,3.78,neutral
16764,5.68,neutral
16780,63.99,good
16855,39.41,good
16888,35.64,good
16961,1.0,neutral
17019,52.67,good
17057,39.48,neutral
17092,31.46,good
17095,30.0,good
17258,37.02,good
17290,48.92,good
17299,3.41,neutral
17313,1.0,neutral
17317,55.29,good
17371,12.89,neutral
17432,13.5,neutral
17467,9.31,neutral
17585,9.72,good
17611,12.19,good
17734,54.04,good
17745,7.8,neutral
17766,48.6,good
17790,26.95,good
17817,29.15,good
17842,19.19,good
17934,58.23,good
17946,6.09,neutral
17955,33.26,good
18000,18.04,neutral
18019,1.0,neutral
18022,1.05,neutral
18042,11.4,good
18077,44.13,good
18133,11.4,neutral
18197,20.41,good
18276,50.38,good
18431,21.99,good
18451,19.27,good
18456,23.29,neutral
18515,46.01,good
18526,18.44,good
18556,3.87,neutral
18670,30.58,good
18671,33.25,good
18680,2.89,neutral
18708,33.17,good
18741,55.07,good
18748,55.33,good
18750,28.97,good
18787,11.68,neutral
18852,3.74,neutral
18869,1.0,neutral
18943,21.42,good
18958,16.98,neutral
18974,16.31,good
18980,33.4,good
19031,9.5,good
19110,4.99,neutral
19225,18.35,good
19246,46.44,good
19247,38.74,good
19249,40.47,good
19410,1.0,neutral
19708,26.08,good
19744,55.28,good
19745,61.51,good
19957,62.67,good
20035,1.0,neutral
20047,1.0,neutral
20086,12.24,good
20110,1.0,neutral
20131,5.32,neutral
20171,21.11,good
20174,16.29,neutral
20199,15.41,neutral
20220,52.97,good
20229,5.89,neutral
20264,3.46,neutral
20360,1.79,neutral
20370,25.01,neutral
20381,1.21,neutral
20427,31.65,good
20436,31.61,good
20441,37.73,good
20444,18.6,good
20526,1.0,neutral
20583,1.0,neutral
20613,27.76,good
20646,15.2,good
20665,19.53,good
20668,24.68,good
20802,16.68,good
20850,1.43,neutral
20851,12.17,neutral
20917,18.83,good
20925,29.59,good
20926,32.35,good
21104,29.51,good
21160,25.01,good
21194,4.22,neutral
21264,34.12,good
21291,23.65,good
21345,54.9,good
21369,17.64,good
21384,58.05,good
21385,60.97,good
21389,28.72,good
21395,26.37,good
21407,34.88,good
21439,6.0,neutral
21465,1.0,neutral
21500,21.77,good
21501,20.56,good
21519,13.83,good
21525,23.61,good
21560,1.0,neutral
21615,3.46,neutral
21644,41.94,good
21658,6.7,neutral
21677,1.01,neutral
21741,16.69,neutral
21758,20.24,good
21760,50.04,good
21839,64.36,good
21862,38.88,good
21863,33.52,good
21870,59.69,good
21905,6.35,neutral
21915,1.0,neutral
21921,1.0,neutral
21977,26.78,good
21978,21.82,neutral
22004,6.5,neutral
22017,1.0,neutral
22020,1.49,neutral
22069,37.6,good
22079,31.63,good
22086,39.84,good
22091,41.16,good
22092,29.1,good
22097,50.27,good
22105,14.76,neutral
22229,1.0,neutral
22274,41.74,good
22285,2.5,neutral
22298,10.04,neutral
22309,34.27,good
22312,25.91,good
22318,46.13,good
22333,71.33,good
22351,31.59,good
22352,27.72,good
22395,1.04,neutral
22424,8.28,neutral
22434,16.6,good
22498,1.0,neutral
22562,27.1,good
22569,26.45,good
22577,2.3,neutral
22590,72.44,good
22591,83.49,good
22606,42.88,good
22659,5.61,neutral
22756,6.0,neutral
22780,31.11,good
22790,54.47,good
22792,36.79,good
22800,59.49,good
22821,36.1,good
22824,22.19,good
22827,54.05,good
22850,8.28,neutral
23046,92.03,good
23052,37.68,good
23062,25.83,good
23099,3.15,neutral
23114,1.0,neutral
23124,3.53,neutral
23174,31.08,good
23186,39.87,good
23203,50.87,good
23216,1.0,neutral
23233,8.93,neutral
23254,17.75,good
23284,63.51,good
23300,46.05,good
23317,9.54,neutral
23356,1.0,neutral
23378,12.81,good
23397,4.57,neutral
23465,5.6,neutral
23507,47.31,good
23513,48.36,good
23516,63.8,good
23658,25.87,good
23666,25.5,good
23720,18.25,good
23721,14.5,neutral
23722,15.52,good
23725,10.79,neutral
23770,38.37,good
23822,18.58,neutral
23869,6.3,neutral
23901,63.44,good
23921,36.07,good
23956,5.03,neutral
23966,12.51,good
24009,39.71,good
24092,12.99,neutral
24100,1.0,neutral
24124,2.9,neutral
24147,28.06,good
24177,7.08,neutral
24180,1.57,neutral
24237,41.76,good
24271,39.48,good
24274,46.41,good
24342,10.19,neutral
24386,35.27,good
24398,44.78,good
24425,32.47,good
24439,38.68,good
24443,19.63,good
24476,41.17,good
24512,54.59,good
24577,1.0,neutral
24624,23.77,good
24631,27.47,good
24638,52.83,good
24655,2.19,neutral
24679,8.05,neutral
24705,28.31,good
24712,18.69,good
24752,52.74,good
24790,4.48,neutral
24827,1.0,neutral
24854,34.77,good
24985,67.59,good
24987,51.25,good
25024,1.0,neutral
25086,32.7,good
25092,41.92,good
25101,31.85,good
25222,39.56,good
25245,1.0,neutral
25298,18.59,good
25323,30.43,good
25353,63.58,good
25357,6.3,neutral
25373,3.15,neutral
25402,1.62,neutral
25434,29.25,good
25457,45.38,good
25462,38.08,good
25464,63.37,good
25465,64.38,good
25491,1.0,neutral
25545,26.83,good
25579,26.53,good
25580,38.32,good
25584,41.35,good
25615,2.02,neutral
25628,25.9,good
25697,63.33,good
25723,9.23,neutral
25780,41.54,good
25817,21.54,good
25831,30.88,good
25842,5.55,neutral
25872,7.87,neutral
25902,47.75,good
26007,11.48,neutral
26176,47.14,good
26202,5.18,neutral
26261,26.88,good
26263,5.89,neutral
26275,20.56,good
26278,51.32,good
26346,15.53,good
26360,16.26,good
26413,52.9,good
26418,42.69,good
26494,23.2,good
26564,36.49,good
26602,11.02,neutral
26625,1.67,neutral
26639,6.38,neutral
26723,21.46,good
26725,13.85,good
26785,32.77,good
26842,10.35,neutral
26883,21.15,good
26933,39.21,good
26939,9.04,neutral
26966,26.22,good
26997,29.88,good
27027,1.93,neutral
27047,15.37,good
27067,5.06,neutral
27092,17.37,good
27157,1.0,neutral
27189,9.04,neutral
27199,17.45,good
27248,37.91,good
27251,45.13,good
27258,26.55,good
27264,47.8,good
27301,8.33,neutral
27303,38.4,good
27404,1.0,neutral
27472,11.18,good
27496,38.52,good
27533,1.0,neutral
27553,3.79,neutral
27569,12.93,neutral
27592,21.26,good
27643,1.0,neutral
27662,18.12,neutral
27678,20.73,neutral
27713,33.56,good
27717,56.43,good
27722,54.25,good
27740,49.76,good
27759,1.13,neutral
27800,12.43,neutral
27805,8.56,neutral
27901,16.99,good
27908,18.55,good
27914,20.11,good
27919,60.48,good
27939,45.21,good
27951,47.71,good
27955,41.57,good
27961,50.36,good
27974,55.9,good
27978,30.08,good
27984,5.34,neutral
28070,89.49,good
28120,1.0,neutral
28146,26.57,good
28156,64.8,good
28172,14.62,good
28175,24.06,good
28181,43.0,good
28191,46.31,good
28194,47.96,good
28215,19.56,good
28235,4.22,neutral
28310,17.71,good
28383,4.45,neutral
28387,22.85,good
28388,27.04,good
28397,34.52,good
28437,33.12,good
28447,31.63,good
28663,36.85,good
28670,58.77,good
28678,61.25,good
28685,20.56,good
28695,61.06,good
28702,7.79,neutral
28761,7.72,neutral
28779,30.09,good
28793,35.2,good
28794,25.61,good
28905,59.4,good
28955,1.0,neutral
28969,1.0,neutral
29019,32.91,good
29056,4.86,neutral
29099,27.68,good
29104,34.82,good
29108,58.57,good
29130,67.71,good
29148,58.54,good
29171,40.1,good
29211,4.8,neutral
29213,3.27,neutral
29342,21.68,good
29348,24.44,good
29354,20.53,good
29358,18.8,good
29362,21.05,good
29367,60.91,good
29384,96.3,good
29392,31.09,good
29412,62.91,good
29414,9.23,neutral
29462,5.05,neutral
29467,6.94,neutral
29496,14.91,good
29584,20.19,good
29599,18.83,good
29687,9.05,neutral
29734,41.58,good
29785,1.0,neutral
29824,21.95,good
29828,25.56,good
29839,31.96,good
29845,57.44,good
29973,39.63,good
30092,46.14,good
30102,35.7,good
30108,64.19,good
30109,41.65,good
30184,9.59,neutral
30267,6.67,neutral
30332,33.81,good
30333,24.06,good
30334,54.87,good
30336,72.29,good
30344,23.2,good
30372,52.35,good
30373,25.55,good
30418,8.1,neutral
30444,44.65,good
30449,58.1,good
30452,73.95,good
30564,65.03,good
30603,39.09,good
30682,66.63,good
30689,49.46,good
30782,15.74,neutral
30794,14.5,good
30802,47.96,good
30806,46.44,good
30850,29.79,good
30854,53.16,good
30890,76.54,good
30932,25.85,good
30939,44.62,good
30977,1.0,neutral
30998,6.62,neutral
30999,18.77,good
31007,6.65,neutral
31048,21.66,good
31057,26.4,good
31063,23.48,good
31090,25.29,good
31129,58.92,good
31158,74.09,good
31159,54.3,good
31222,1.01,neutral
31241,19.04,good
31269,34.72,good
31275,37.54,good
31283,57.18,good
31304,51.6,good
31343,12.84,neutral
31345,16.0,good
31392,68.21,good
31407,20.76,good
31481,4.39,neutral
31494,3.46,neutral
31509,33.3,good
31553,36.09,good
31569,1.01,neutral
31596,21.38,good
31628,44.34,good
31634,74.42,good
31638,41.72,good
31641,45.2,good
31729,1.01,neutral
31745,18.38,good
31760,45.9,good
31768,63.66,good
31772,44.64,good
31773,13.62,neutral
31777,56.01,good
31782,66.86,good
31803,22.26,good
31834,22.39,good
31889,19.09,neutral
31925,1.02,neutral
31932,4.18,neutral
31964,21.5,neutral
31979,13.79,neutral
31995,42.25,good
32076,44.45,good
32079,32.89,good
32110,58.84,good
32120,30.74,good
32158,1.0,neutral
32228,47.8,good
32229,46.99,good
32243,22.23,good
32248,19.98,good
32258,39.52,good
32274,31.15,good
32344,55.27,good
32431,10.91,neutral
32477,17.66,good
32487,31.98,good
32489,21.48,good
32504,29.16,good
32508,74.19,good
32514,45.75,good
32520,1.16,neutral
32527,3.28,neutral
32535,59.99,good
32600,36.62,good
32757,61.86,good
32777,53.69,good
32786,20.62,good
32796,35.0,good
32835,7.78,neutral
32901,3.97,neutral
32914,5.04,neutral
32919,9.62,neutral
32948,34.13,good
32953,21.0,good
32968,42.99,good
32970,50.16,good
32971,49.49,good
32976,23.8,good
32988,51.84,good
33006,55.44,good
33008,54.61,good
33024,35.3,good
33028,98.02,good
33073,22.71,good
33112,1.0,neutral
33174,36.24,good
33199,24.2,good
33200,14.39,good
33241,43.86,good
33268,49.92,good
33269,20.99,good
33275,43.75,good
33276,55.98,good
33300,68.15,good
33339,9.62,neutral
33343,14.62,good
33411,34.64,good
33447,45.86,good
33450,56.43,good
33457,66.3,good
33460,82.38,good
33462,42.82,good
33464,67.81,good
33533,39.07,good
33615,22.44,good
33654,14.82,good
33665,12.77,neutral
33668,22.85,good
33669,27.09,good
33680,13.6,good
33702,54.11,good
33709,62.34,good
33712,41.86,good
33754,52.62,good
33773,48.66,good
33780,57.62,good
33785,30.63,good
33790,23.39,good
33906,40.96,good
33910,27.67,good
33925,68.24,good
33926,60.47,good
33928,62.68,good
33940,64.08,good
33987,74.41,good
33989,53.04,good
33991,83.98,good
34017,53.93,good
34153,1.81,neutral
34211,32.59,good
34223,51.15,good
34228,87.11,good
34267,21.58,good
34403,25.62,good
34422,54.79,good
34455,61.87,good
34493,54.25,good
34500,32.64,good
34503,18.94,good
34569,4.66,neutral
34623,29.09,good
34639,34.06,good
34648,32.89,good
34658,48.6,good
34684,37.07,good
34808,3.54,neutral
34894,51.05,good
34901,46.69,good
34902,49.76,good
34915,36.17,good
34921,38.96,good
34922,30.53,good
34930,62.76,good
34933,100.0,good
34941,84.96,good
34957,86.1,good
34967,75.58,good
34984,10.25,neutral
35087,24.24,good
35098,20.74,good
35106,40.98,good
35107,37.01,good
35131,57.71,good
35156,48.07,good
35202,56.21,good
35223,13.82,neutral
35237,1.0,neutral
35284,3.58,neutral
35351,19.06,good
35370,51.8,good
35384,51.42,good
35399,19.31,good
35411,36.04,good
35432,77.1,good
35459,23.16,good
35519,12.41,neutral
35548,16.23,good
35552,14.67,neutral
35567,43.28,good
35571,49.04,good
35598,58.86,good
35638,37.48,good
35649,49.66,good
35655,59.39,good
35668,57.07,good
35742,16.71,neutral
35784,13.06,good
35871,34.57,good
35910,49.54,good
35912,46.01,good
35931,25.94,good
35959,6.75,neutral
35998,7.26,neutral
36049,28.49,good
36087,37.48,good
36091,22.29,good
36118,34.89,good
36227,11.27,neutral
36251,1.0,neutral
36256,19.44,neutral
36274,8.36,neutral
36301,28.33,good
36321,53.58,good
36351,25.0,good
36366,25.04,good
36393,47.58,good
36403,28.66,good
36414,18.28,good
36493,19.94,good
36530,41.91,good
36578,38.13,good
36594,48.37,good
36603,20.61,good
36626,42.66,good
36665,1.0,neutral
36755,21.85,good
36776,49.69,good
36789,52.75,good
36801,24.39,good
36870,38.28,good
36917,4.35,neutral
36957,7.35,neutral
36990,23.8,good
37125,49.29,good
37210,1.0,neutral
37233,45.77,good
37253,50.65,good
37262,30.62,good
37291,43.83,good
37403,12.03,neutral
37440,14.82,neutral
37442,1.0,neutral
37468,30.38,good
37480,43.63,good
37491,56.11,good
37499,18.86,good
37518,41.48,good
37546,75.45,good
37603,51.14,good
37639,14.36,good
37641,16.94,good
37644,14.82,good
37654,6.34,neutral
